name	type	x	y	z
S1	source	-65.43500949679593	17.89610637830401	18.20040989872283
S2	source	-63.72963547094165	16.14264132157554	34.04293965443451
S3	source	-60.14155258604988	13.70927508977012	48.65842555066364
S4	source	-54.70778205481438	12.00869167007395	62.35415817875215
S5	source	-67.09165172357392	2.437253720243381	16.81238828211114
S6	source	-67.84532909912161	1.195404967528054	32.71911572333477
S7	source	-64.05038952032064	-1.09667112799039	47.85837564379206
S8	source	-58.6131943033704	-3.716647430735093	62.33525161220411
S9	source	-72.21553615000974	-12.46446858496845	15.85924145083531
S10	source	-70.72629487578263	-14.18957525432194	31.49197334048833
S11	source	-69.68080032120187	-16.21496039413604	47.0404068576038
S12	source	-64.2102789637802	-19.03165698474731	62.63596794519636
S13	source	-73.88124844613607	-27.62700934462618	14.77319146987581
S14	source	-71.83776462973601	-29.62591117543081	30.28999111058906
S15	source	-71.71996689263497	-31.4278316230902	46.06694507325917
S16	source	-69.40055399473668	-33.50622340782824	61.21666573053834
S17	source	-73.63334241965497	-42.93785294627808	13.26505367968145
S18	source	-71.79383912673603	-44.91334947375219	28.75172088510431
S19	source	-71.71943900756335	-46.80103297415932	44.47574011036689
S20	source	-68.75967853197123	-48.71208627125911	60.33235453964087
S21	source	-71.74136936049588	-57.63756793988502	11.55294508760688
S22	source	-70.23954028210687	-59.68632258655907	26.95233856505842
S23	source	-70.79022641698012	-62.22135398350822	42.5623070400291
S24	source	-66.24709424773269	-63.59814826293297	58.32452371901884
S25	source	-67.81113122847506	-71.56781597531159	9.287475991772512
S26	source	-67.91983755236441	-74.4617774112227	24.67754707015576
S27	source	-65.69666347236083	-76.83177612672465	40.16168330444183
S28	source	-59.81251371268348	-76.80365233256671	55.76502003121148
S29	source	-57.63276098802801	-77.25622149281301	-8.408499518517591
S30	source	-59.19811646050599	-82.80013382056327	6.477588659439977
S31	source	-60.90276315043371	-87.53657048972073	21.57563381469976
S32	source	-58.02909640765203	-89.62915434184693	37.40519525081952
S33	source	-48.68149471347296	-88.14946786269988	-11.5536361544466
S34	source	-48.45426873925005	-91.72775255510921	3.660401169955864
S35	source	-51.18023791711659	-98.29417194518645	18.62590396762872
S36	source	-47.30842149723955	-99.51531897656253	35.40894025039908
S37	source	-38.77497276104526	-98.13460020411667	-13.99634988830242
S38	source	-40.10763999198775	-104.1358146608591	0.07555634585436556
S39	source	-40.22998567292902	-107.8766502022414	16.0024107612184
S40	source	-36.59641925670826	-107.546423301166	31.87315222641726
S41	source	-27.11515562098379	-104.9805870765361	-16.7826941651121
S42	source	-28.05038571815049	-111.6575304082093	-2.725810210231993
S43	source	-27.86063645135556	-114.6546463444463	13.23362944867978
S44	source	-24.76818188756474	-112.2878695171355	30.14088295904905
S45	source	-13.28448655715824	-105.5927958626051	-17.2216097186773
S46	source	-13.71252701561525	-111.8901642218894	-3.207662006998961
S47	source	-13.61952168223493	-116.9642402564543	11.85498130890458
S48	source	-12.09969139746294	-115.9465629567791	28.59576563652391
S49	source	0.7465436083047243	-104.7484254544452	-17.01490258636837
S50	source	1.002620421206509	-113.2637274112588	-3.756127806242556
S51	source	0.6479696459498723	-118.9394823564397	11.13320456743741
S52	source	0.7307375505769863	-117.160846222833	27.77348395052787
S53	source	14.64507854533954	-104.9893965773769	-17.51069429715446
S54	source	14.68397123210065	-111.3480192460929	-3.473020267335858
S55	source	14.66954925902234	-116.7738625691005	11.82022022831359
S56	source	12.28831013728295	-115.2236699380113	29.06420051024847
S57	source	27.85964927152839	-100.6632490062326	-15.88940143634952
S58	source	27.49781642778858	-106.0642924654821	-1.260491397607884
S59	source	28.00932103596925	-112.4445310234429	13.73677631261022
S60	source	24.89357776812471	-111.9991400749597	30.54829186352558
S61	source	39.44623260222185	-93.19613636941507	-13.04160954638125
S62	source	40.07012921953703	-100.6338610302283	1.420250600059683
S63	source	39.32181016487821	-104.0631338314542	16.96777023729181
S64	source	37.27596516761676	-107.3778078480063	32.86885061632042
S65	source	51.5081243339766	-87.7613336837447	-10.94962322346457
S66	source	52.05718746822919	-93.07531239228472	4.395508754569958
S67	source	50.75013202782343	-96.188504288361	19.91335996533082
S68	source	46.75936740598882	-97.5927743027366	36.1848050604024
S69	source	60.516603236194	-82.1964619172294	7.344436219337566
S70	source	59.58325115736155	-85.18328508734592	22.68513960125375
S71	source	56.94973313988602	-86.78017708266442	38.29287707792361
S72	source	52.58909115218227	-86.50923977135074	53.61294670391767
S73	source	67.44966818312808	-69.87096883337057	9.652809293370794
S74	source	66.4734179168267	-72.34296192390558	24.98914358056279
S75	source	65.02785559262267	-73.65981805599388	40.7469629736508
S76	source	60.30441351567893	-73.66077695779808	56.54366128513041
S77	source	71.19606057857116	-55.42127952307491	11.09901039709248
S78	source	68.67293476962131	-56.94426317195505	26.568165856153
S79	source	69.44065280461615	-59.07886214602623	42.29896774117243
S80	source	65.79169260883428	-59.67686573527421	58.34033859292078
S81	source	73.8333703196526	-40.48645869970264	12.65782962033178
S82	source	72.57066031993909	-42.1337510068201	27.86209837472397
S83	source	72.36036771657584	-44.04700261874717	43.65482792952707
S84	source	69.2759027620651	-45.47237063841932	58.57053883903765
S85	source	74.68293023703897	-25.29426262240106	13.78073220981692
S86	source	74.81957794336381	-26.85311224548759	29.48790477973334
S87	source	72.38518662280751	-28.51399015245835	45.01973792442892
S88	source	68.40641064231781	-30.72836869034145	60.78775926345124
S89	source	73.75582143973853	-9.805104472398909	15.05178866448989
S90	source	73.11200727850687	-11.56572064637555	30.81275138276857
S91	source	70.40070757246444	-13.26512293256203	46.12066431536467
S92	source	64.52454190608736	-15.08281333457719	60.83821008499426
S93	source	70.93857465781434	5.167718810385467	16.2836684291747
S94	source	69.46293471743951	3.646927290979238	32.0054829761955
S95	source	66.87750681325231	1.55635782592192	47.02591964589904
S96	source	60.93705046122127	0.3808146094833275	60.98273934641329
S97	source	24.23712946787501	-11.20686267632886	98.99718255144282
S98	source	8.49887735030031	-11.8483047639727	101.9572061102081
S99	source	-6.297846522711994	-11.70091838847784	102.548997016825
S100	source	-21.87763254653575	-11.15945044330087	99.13193720498035
S101	source	24.37771695119865	-27.39843647022817	100.2256430268517
S102	source	8.84828409669106	-27.6039847477047	103.7863072828966
S103	source	-6.90519384920101	-27.37140522327864	104.486828857618
S104	source	-22.56159375540939	-27.11435030649396	100.7727193676497
S105	source	39.60834805418526	-42.19800683312319	93.97474709431991
S106	source	24.79194538899545	-43.06061377006572	100.4654946170366
S107	source	8.801998580614438	-43.34169028641509	104.0680165704589
S108	source	-7.310897452786218	-43.31949328855836	104.876093677488
S109	source	-23.22084157666745	-42.70996084234955	101.1764618153491
S110	source	-37.85080742082304	-41.45257896700695	94.86860292558087
S111	source	39.40561690759032	-57.35493330956411	91.98831605426584
S112	source	24.88362337727729	-58.57347751109643	98.39375129421694
S113	source	8.813660848782719	-59.08509617603935	102.2372394109147
S114	source	-7.5298515432516	-58.93654768831912	102.9010161735847
S115	source	-23.8131311470622	-58.23722326796889	99.23079503400031
S116	source	-38.60425878948092	-56.91874055292733	93.00666059884468
S117	source	38.44352713667832	-71.94327377791633	86.52865032637776
S118	source	24.08489002881684	-73.34867611312723	93.15998773028751
S119	source	8.562548136824862	-74.22251876480304	97.61082646180215
S120	source	-7.451820487582466	-74.0110296968563	97.95818839540684
S121	source	-23.35803501988561	-73.19574080478849	93.91917559700714
S122	source	-37.93435898440371	-71.49644976229985	87.7571292975158
S123	source	36.67711399598124	-85.24941779197253	77.91704140620165
S124	source	22.76959094606556	-86.9140100329778	84.74076393341556
S125	source	7.759443958738788	-87.20955119917971	88.55628043646156
S126	source	-6.971014660603896	-86.95506545440195	88.41366406875939
S127	source	-21.57503698245134	-86.00836945315928	84.63675998611821
S128	source	-35.81584484894091	-84.14802191885188	78.1302088244222
D1	detector	-65.55534543205098	10.84531098393677	9.721193408381513
D2	detector	-66.67734384744527	9.798204666207477	25.29730069504941
D3	detector	-64.70596156807783	7.56874867575688	40.88719869036545
D4	detector	-59.59290210275174	4.827195579227389	55.53717228939987
D5	detector	-70.4567523870433	-4.296463560722851	8.486064746629452
D6	detector	-68.69950169464396	-5.947589996874989	24.18069492207965
D7	detector	-68.92169875626838	-7.491752922570774	40.02395039801313
D8	detector	-64.42443705992602	-9.989981552011139	54.84044272954297
D9	detector	-72.56590827399609	-19.18032286243955	7.576563428479887
D10	detector	-70.86917486460679	-21.0400194882478	23.07161345871071
D11	detector	-71.89346164274568	-22.58441012835192	38.79240151558039
D12	detector	-68.92581270743518	-24.57211516730531	54.14561508545624
D13	detector	-73.97831235942931	-34.56114788744775	6.271757520824712
D14	detector	-71.6455385687982	-36.10852814353391	21.65924217319388
D15	detector	-73.14847424826021	-38.23012268715821	37.51425718843994
D16	detector	-71.86070283516059	-40.34462598224219	52.78419554261194
D17	detector	-70.07667229963849	-48.63393705647213	4.395112531434764
D18	detector	-71.77899566079888	-51.39888285949489	20.20659049758447
D19	detector	-72.1241931419418	-53.62437546643724	35.96458293880951
D20	detector	-70.92350624088053	-55.80249426261538	51.15755098530764
D21	detector	-70.79893606440632	-63.08128192127582	2.545047463996012
D22	detector	-70.50792007991819	-66.36192619514024	17.94143509678931
D23	detector	-69.57555861633314	-68.54906503372642	33.86902241017943
D24	detector	-66.65678959963809	-70.43733188462014	49.19188815065913
D25	detector	-64.27659607465229	-75.38848467808937	-0.05960041588116532
D26	detector	-64.94453426121333	-79.79586449293566	15.41913423682744
D27	detector	-63.61857644300572	-82.31597847717826	31.10792377132596
D28	detector	-59.47105695628041	-83.23924275212548	46.47468119162416
D29	detector	-52.2053787667494	-78.44137640088209	-17.23948256214182
D30	detector	-53.1317026936368	-84.54152925954088	-2.264174760279486
D31	detector	-54.74671721547662	-91.00765058541643	12.6377179531396
D32	detector	-53.85886272028893	-93.13462853150401	28.28784286490965
D33	detector	-42.48061586737401	-89.54374386346285	-20.4771990966517
D34	detector	-44.39261939856478	-96.77692850151361	-5.312600701226014
D35	detector	-44.07090307256983	-99.49346293974523	10.02252180217554
D36	detector	-44.21173300608661	-102.9138094968255	24.98084346152608
D37	detector	-31.98129617583784	-96.76952218401763	-22.91345671071679
D38	detector	-34.50497261771088	-105.6336850545444	-8.596774335729739
D39	detector	-34.5204198886457	-109.8146719777961	6.971119575249613
D40	detector	-33.06506206203029	-111.5536918162916	22.30892947100626
D41	detector	-20.01244086230981	-100.8261159228876	-24.73844295217974
D42	detector	-20.65784327316558	-110.8833413156011	-10.87195331347418
D43	detector	-20.58401806033765	-113.7552310940344	5.240930651496854
D44	detector	-19.93034809507643	-116.7590565096652	20.24196457097064
D45	detector	-6.475523769738698	-99.96979362172296	-23.88954702652367
D46	detector	-6.462869919988495	-109.4257684712511	-10.35170698280944
D47	detector	-6.583023595470793	-116.1451432369161	3.979396534235555
