name	type	source	detector	wavelength_nominal	units	sampling_frequency
S61-D50	NIRSCWAMPLITUDE	61	50	685	n/a	10.41666666666667
S62-D50	NIRSCWAMPLITUDE	62	50	685	n/a	10.41666666666667
S63-D50	NIRSCWAMPLITUDE	63	50	685	n/a	10.41666666666667
S64-D50	NIRSCWAMPLITUDE	64	50	685	n/a	10.41666666666667
S65-D50	NIRSCWAMPLITUDE	65	50	685	n/a	10.41666666666667
S66-D50	NIRSCWAMPLITUDE	66	50	685	n/a	10.41666666666667
S67-D50	NIRSCWAMPLITUDE	67	50	685	n/a	10.41666666666667
S37-D51	NIRSCWAMPLITUDE	37	51	685	n/a	10.41666666666667
S38-D51	NIRSCWAMPLITUDE	38	51	685	n/a	10.41666666666667
S39-D51	NIRSCWAMPLITUDE	39	51	685	n/a	10.41666666666667
S40-D51	NIRSCWAMPLITUDE	40	51	685	n/a	10.41666666666667
S41-D51	NIRSCWAMPLITUDE	41	51	685	n/a	10.41666666666667
S42-D51	NIRSCWAMPLITUDE	42	51	685	n/a	10.41666666666667
S43-D51	NIRSCWAMPLITUDE	43	51	685	n/a	10.41666666666667
S44-D51	NIRSCWAMPLITUDE	44	51	685	n/a	10.41666666666667
S45-D51	NIRSCWAMPLITUDE	45	51	685	n/a	10.41666666666667
S46-D51	NIRSCWAMPLITUDE	46	51	685	n/a	10.41666666666667
S47-D51	NIRSCWAMPLITUDE	47	51	685	n/a	10.41666666666667
S48-D51	NIRSCWAMPLITUDE	48	51	685	n/a	10.41666666666667
S49-D51	NIRSCWAMPLITUDE	49	51	685	n/a	10.41666666666667
S50-D51	NIRSCWAMPLITUDE	50	51	685	n/a	10.41666666666667
S51-D51	NIRSCWAMPLITUDE	51	51	685	n/a	10.41666666666667
S52-D51	NIRSCWAMPLITUDE	52	51	685	n/a	10.41666666666667
S53-D51	NIRSCWAMPLITUDE	53	51	685	n/a	10.41666666666667
S54-D51	NIRSCWAMPLITUDE	54	51	685	n/a	10.41666666666667
S55-D51	NIRSCWAMPLITUDE	55	51	685	n/a	10.41666666666667
S56-D51	NIRSCWAMPLITUDE	56	51	685	n/a	10.41666666666667
S57-D51	NIRSCWAMPLITUDE	57	51	685	n/a	10.41666666666667
S58-D51	NIRSCWAMPLITUDE	58	51	685	n/a	10.41666666666667
S59-D51	NIRSCWAMPLITUDE	59	51	685	n/a	10.41666666666667
S60-D51	NIRSCWAMPLITUDE	60	51	685	n/a	10.41666666666667
S61-D51	NIRSCWAMPLITUDE	61	51	685	n/a	10.41666666666667
S62-D51	NIRSCWAMPLITUDE	62	51	685	n/a	10.41666666666667
S63-D51	NIRSCWAMPLITUDE	63	51	685	n/a	10.41666666666667
S64-D51	NIRSCWAMPLITUDE	64	51	685	n/a	10.41666666666667
S65-D51	NIRSCWAMPLITUDE	65	51	685	n/a	10.41666666666667
S66-D51	NIRSCWAMPLITUDE	66	51	685	n/a	10.41666666666667
S67-D51	NIRSCWAMPLITUDE	67	51	685	n/a	10.41666666666667
S68-D51	NIRSCWAMPLITUDE	68	51	685	n/a	10.41666666666667
S38-D52	NIRSCWAMPLITUDE	38	52	685	n/a	10.41666666666667
S39-D52	NIRSCWAMPLITUDE	39	52	685	n/a	10.41666666666667
S40-D52	NIRSCWAMPLITUDE	40	52	685	n/a	10.41666666666667
S41-D52	NIRSCWAMPLITUDE	41	52	685	n/a	10.41666666666667
S42-D52	NIRSCWAMPLITUDE	42	52	685	n/a	10.41666666666667
S43-D52	NIRSCWAMPLITUDE	43	52	685	n/a	10.41666666666667
S44-D52	NIRSCWAMPLITUDE	44	52	685	n/a	10.41666666666667
S45-D52	NIRSCWAMPLITUDE	45	52	685	n/a	10.41666666666667
S46-D52	NIRSCWAMPLITUDE	46	52	685	n/a	10.41666666666667
S47-D52	NIRSCWAMPLITUDE	47	52	685	n/a	10.41666666666667
S48-D52	NIRSCWAMPLITUDE	48	52	685	n/a	10.41666666666667
S49-D52	NIRSCWAMPLITUDE	49	52	685	n/a	10.41666666666667
S50-D52	NIRSCWAMPLITUDE	50	52	685	n/a	10.41666666666667
S51-D52	NIRSCWAMPLITUDE	51	52	685	n/a	10.41666666666667
S52-D52	NIRSCWAMPLITUDE	52	52	685	n/a	10.41666666666667
S53-D52	NIRSCWAMPLITUDE	53	52	685	n/a	10.41666666666667
S54-D52	NIRSCWAMPLITUDE	54	52	685	n/a	10.41666666666667
S55-D52	NIRSCWAMPLITUDE	55	52	685	n/a	10.41666666666667
S56-D52	NIRSCWAMPLITUDE	56	52	685	n/a	10.41666666666667
S57-D52	NIRSCWAMPLITUDE	57	52	685	n/a	10.41666666666667
S58-D52	NIRSCWAMPLITUDE	58	52	685	n/a	10.41666666666667
S59-D52	NIRSCWAMPLITUDE	59	52	685	n/a	10.41666666666667
S60-D52	NIRSCWAMPLITUDE	60	52	685	n/a	10.41666666666667
S61-D52	NIRSCWAMPLITUDE	61	52	685	n/a	10.41666666666667
S62-D52	NIRSCWAMPLITUDE	62	52	685	n/a	10.41666666666667
S63-D52	NIRSCWAMPLITUDE	63	52	685	n/a	10.41666666666667
S64-D52	NIRSCWAMPLITUDE	64	52	685	n/a	10.41666666666667
S66-D52	NIRSCWAMPLITUDE	66	52	685	n/a	10.41666666666667
S67-D52	NIRSCWAMPLITUDE	67	52	685	n/a	10.41666666666667
S68-D52	NIRSCWAMPLITUDE	68	52	685	n/a	10.41666666666667
S41-D53	NIRSCWAMPLITUDE	41	53	685	n/a	10.41666666666667
S42-D53	NIRSCWAMPLITUDE	42	53	685	n/a	10.41666666666667
S45-D53	NIRSCWAMPLITUDE	45	53	685	n/a	10.41666666666667
S46-D53	NIRSCWAMPLITUDE	46	53	685	n/a	10.41666666666667
S47-D53	NIRSCWAMPLITUDE	47	53	685	n/a	10.41666666666667
S49-D53	NIRSCWAMPLITUDE	49	53	685	n/a	10.41666666666667
S50-D53	NIRSCWAMPLITUDE	50	53	685	n/a	10.41666666666667
S51-D53	NIRSCWAMPLITUDE	51	53	685	n/a	10.41666666666667
S52-D53	NIRSCWAMPLITUDE	52	53	685	n/a	10.41666666666667
S53-D53	NIRSCWAMPLITUDE	53	53	685	n/a	10.41666666666667
S54-D53	NIRSCWAMPLITUDE	54	53	685	n/a	10.41666666666667
S55-D53	NIRSCWAMPLITUDE	55	53	685	n/a	10.41666666666667
S56-D53	NIRSCWAMPLITUDE	56	53	685	n/a	10.41666666666667
S57-D53	NIRSCWAMPLITUDE	57	53	685	n/a	10.41666666666667
S58-D53	NIRSCWAMPLITUDE	58	53	685	n/a	10.41666666666667
S59-D53	NIRSCWAMPLITUDE	59	53	685	n/a	10.41666666666667
S60-D53	NIRSCWAMPLITUDE	60	53	685	n/a	10.41666666666667
S61-D53	NIRSCWAMPLITUDE	61	53	685	n/a	10.41666666666667
S62-D53	NIRSCWAMPLITUDE	62	53	685	n/a	10.41666666666667
S63-D53	NIRSCWAMPLITUDE	63	53	685	n/a	10.41666666666667
S64-D53	NIRSCWAMPLITUDE	64	53	685	n/a	10.41666666666667
S65-D53	NIRSCWAMPLITUDE	65	53	685	n/a	10.41666666666667
S66-D53	NIRSCWAMPLITUDE	66	53	685	n/a	10.41666666666667
S67-D53	NIRSCWAMPLITUDE	67	53	685	n/a	10.41666666666667
S69-D53	NIRSCWAMPLITUDE	69	53	685	n/a	10.41666666666667
S41-D54	NIRSCWAMPLITUDE	41	54	685	n/a	10.41666666666667
S42-D54	NIRSCWAMPLITUDE	42	54	685	n/a	10.41666666666667
S43-D54	NIRSCWAMPLITUDE	43	54	685	n/a	10.41666666666667
S45-D54	NIRSCWAMPLITUDE	45	54	685	n/a	10.41666666666667
S46-D54	NIRSCWAMPLITUDE	46	54	685	n/a	10.41666666666667
S47-D54	NIRSCWAMPLITUDE	47	54	685	n/a	10.41666666666667
S48-D54	NIRSCWAMPLITUDE	48	54	685	n/a	10.41666666666667
S49-D54	NIRSCWAMPLITUDE	49	54	685	n/a	10.41666666666667
S50-D54	NIRSCWAMPLITUDE	50	54	685	n/a	10.41666666666667
S51-D54	NIRSCWAMPLITUDE	51	54	685	n/a	10.41666666666667
S52-D54	NIRSCWAMPLITUDE	52	54	685	n/a	10.41666666666667
S53-D54	NIRSCWAMPLITUDE	53	54	685	n/a	10.41666666666667
S54-D54	NIRSCWAMPLITUDE	54	54	685	n/a	10.41666666666667
S55-D54	NIRSCWAMPLITUDE	55	54	685	n/a	10.41666666666667
S56-D54	NIRSCWAMPLITUDE	56	54	685	n/a	10.41666666666667
S57-D54	NIRSCWAMPLITUDE	57	54	685	n/a	10.41666666666667
S58-D54	NIRSCWAMPLITUDE	58	54	685	n/a	10.41666666666667
S59-D54	NIRSCWAMPLITUDE	59	54	685	n/a	10.41666666666667
S60-D54	NIRSCWAMPLITUDE	60	54	685	n/a	10.41666666666667
S61-D54	NIRSCWAMPLITUDE	61	54	685	n/a	10.41666666666667
S62-D54	NIRSCWAMPLITUDE	62	54	685	n/a	10.41666666666667
S63-D54	NIRSCWAMPLITUDE	63	54	685	n/a	10.41666666666667
S64-D54	NIRSCWAMPLITUDE	64	54	685	n/a	10.41666666666667
S65-D54	NIRSCWAMPLITUDE	65	54	685	n/a	10.41666666666667
S66-D54	NIRSCWAMPLITUDE	66	54	685	n/a	10.41666666666667
S67-D54	NIRSCWAMPLITUDE	67	54	685	n/a	10.41666666666667
S68-D54	NIRSCWAMPLITUDE	68	54	685	n/a	10.41666666666667
S69-D54	NIRSCWAMPLITUDE	69	54	685	n/a	10.41666666666667
S70-D54	NIRSCWAMPLITUDE	70	54	685	n/a	10.41666666666667
S41-D55	NIRSCWAMPLITUDE	41	55	685	n/a	10.41666666666667
S42-D55	NIRSCWAMPLITUDE	42	55	685	n/a	10.41666666666667
S43-D55	NIRSCWAMPLITUDE	43	55	685	n/a	10.41666666666667
S44-D55	NIRSCWAMPLITUDE	44	55	685	n/a	10.41666666666667
S45-D55	NIRSCWAMPLITUDE	45	55	685	n/a	10.41666666666667
S46-D55	NIRSCWAMPLITUDE	46	55	685	n/a	10.41666666666667
S47-D55	NIRSCWAMPLITUDE	47	55	685	n/a	10.41666666666667
S48-D55	NIRSCWAMPLITUDE	48	55	685	n/a	10.41666666666667
S49-D55	NIRSCWAMPLITUDE	49	55	685	n/a	10.41666666666667
S50-D55	NIRSCWAMPLITUDE	50	55	685	n/a	10.41666666666667
S51-D55	NIRSCWAMPLITUDE	51	55	685	n/a	10.41666666666667
S52-D55	NIRSCWAMPLITUDE	52	55	685	n/a	10.41666666666667
S53-D55	NIRSCWAMPLITUDE	53	55	685	n/a	10.41666666666667
S54-D55	NIRSCWAMPLITUDE	54	55	685	n/a	10.41666666666667
S55-D55	NIRSCWAMPLITUDE	55	55	685	n/a	10.41666666666667
S56-D55	NIRSCWAMPLITUDE	56	55	685	n/a	10.41666666666667
S57-D55	NIRSCWAMPLITUDE	57	55	685	n/a	10.41666666666667
S58-D55	NIRSCWAMPLITUDE	58	55	685	n/a	10.41666666666667
S59-D55	NIRSCWAMPLITUDE	59	55	685	n/a	10.41666666666667
S60-D55	NIRSCWAMPLITUDE	60	55	685	n/a	10.41666666666667
S61-D55	NIRSCWAMPLITUDE	61	55	685	n/a	10.41666666666667
S62-D55	NIRSCWAMPLITUDE	62	55	685	n/a	10.41666666666667
S63-D55	NIRSCWAMPLITUDE	63	55	685	n/a	10.41666666666667
S64-D55	NIRSCWAMPLITUDE	64	55	685	n/a	10.41666666666667
S65-D55	NIRSCWAMPLITUDE	65	55	685	n/a	10.41666666666667
S66-D55	NIRSCWAMPLITUDE	66	55	685	n/a	10.41666666666667
S67-D55	NIRSCWAMPLITUDE	67	55	685	n/a	10.41666666666667
S68-D55	NIRSCWAMPLITUDE	68	55	685	n/a	10.41666666666667
S69-D55	NIRSCWAMPLITUDE	69	55	685	n/a	10.41666666666667
S70-D55	NIRSCWAMPLITUDE	70	55	685	n/a	10.41666666666667
S71-D55	NIRSCWAMPLITUDE	71	55	685	n/a	10.41666666666667
S42-D56	NIRSCWAMPLITUDE	42	56	685	n/a	10.41666666666667
S43-D56	NIRSCWAMPLITUDE	43	56	685	n/a	10.41666666666667
S44-D56	NIRSCWAMPLITUDE	44	56	685	n/a	10.41666666666667
S45-D56	NIRSCWAMPLITUDE	45	56	685	n/a	10.41666666666667
S46-D56	NIRSCWAMPLITUDE	46	56	685	n/a	10.41666666666667
S47-D56	NIRSCWAMPLITUDE	47	56	685	n/a	10.41666666666667
S48-D56	NIRSCWAMPLITUDE	48	56	685	n/a	10.41666666666667
S49-D56	NIRSCWAMPLITUDE	49	56	685	n/a	10.41666666666667
S50-D56	NIRSCWAMPLITUDE	50	56	685	n/a	10.41666666666667
S51-D56	NIRSCWAMPLITUDE	51	56	685	n/a	10.41666666666667
S52-D56	NIRSCWAMPLITUDE	52	56	685	n/a	10.41666666666667
S53-D56	NIRSCWAMPLITUDE	53	56	685	n/a	10.41666666666667
S54-D56	NIRSCWAMPLITUDE	54	56	685	n/a	10.41666666666667
S55-D56	NIRSCWAMPLITUDE	55	56	685	n/a	10.41666666666667
S56-D56	NIRSCWAMPLITUDE	56	56	685	n/a	10.41666666666667
S57-D56	NIRSCWAMPLITUDE	57	56	685	n/a	10.41666666666667
S58-D56	NIRSCWAMPLITUDE	58	56	685	n/a	10.41666666666667
S59-D56	NIRSCWAMPLITUDE	59	56	685	n/a	10.41666666666667
S60-D56	NIRSCWAMPLITUDE	60	56	685	n/a	10.41666666666667
S61-D56	NIRSCWAMPLITUDE	61	56	685	n/a	10.41666666666667
S62-D56	NIRSCWAMPLITUDE	62	56	685	n/a	10.41666666666667
S63-D56	NIRSCWAMPLITUDE	63	56	685	n/a	10.41666666666667
S64-D56	NIRSCWAMPLITUDE	64	56	685	n/a	10.41666666666667
S65-D56	NIRSCWAMPLITUDE	65	56	685	n/a	10.41666666666667
S66-D56	NIRSCWAMPLITUDE	66	56	685	n/a	10.41666666666667
S67-D56	NIRSCWAMPLITUDE	67	56	685	n/a	10.41666666666667
S68-D56	NIRSCWAMPLITUDE	68	56	685	n/a	10.41666666666667
S69-D56	NIRSCWAMPLITUDE	69	56	685	n/a	10.41666666666667
S70-D56	NIRSCWAMPLITUDE	70	56	685	n/a	10.41666666666667
S71-D56	NIRSCWAMPLITUDE	71	56	685	n/a	10.41666666666667
S72-D56	NIRSCWAMPLITUDE	72	56	685	n/a	10.41666666666667
S45-D57	NIRSCWAMPLITUDE	45	57	685	n/a	10.41666666666667
S46-D57	NIRSCWAMPLITUDE	46	57	685	n/a	10.41666666666667
S49-D57	NIRSCWAMPLITUDE	49	57	685	n/a	10.41666666666667
S50-D57	NIRSCWAMPLITUDE	50	57	685	n/a	10.41666666666667
S51-D57	NIRSCWAMPLITUDE	51	57	685	n/a	10.41666666666667
S53-D57	NIRSCWAMPLITUDE	53	57	685	n/a	10.41666666666667
S54-D57	NIRSCWAMPLITUDE	54	57	685	n/a	10.41666666666667
S55-D57	NIRSCWAMPLITUDE	55	57	685	n/a	10.41666666666667
S56-D57	NIRSCWAMPLITUDE	56	57	685	n/a	10.41666666666667
S57-D57	NIRSCWAMPLITUDE	57	57	685	n/a	10.41666666666667
S58-D57	NIRSCWAMPLITUDE	58	57	685	n/a	10.41666666666667
S59-D57	NIRSCWAMPLITUDE	59	57	685	n/a	10.41666666666667
S60-D57	NIRSCWAMPLITUDE	60	57	685	n/a	10.41666666666667
S61-D57	NIRSCWAMPLITUDE	61	57	685	n/a	10.41666666666667
S62-D57	NIRSCWAMPLITUDE	62	57	685	n/a	10.41666666666667
S63-D57	NIRSCWAMPLITUDE	63	57	685	n/a	10.41666666666667
S64-D57	NIRSCWAMPLITUDE	64	57	685	n/a	10.41666666666667
S65-D57	NIRSCWAMPLITUDE	65	57	685	n/a	10.41666666666667
S66-D57	NIRSCWAMPLITUDE	66	57	685	n/a	10.41666666666667
S67-D57	NIRSCWAMPLITUDE	67	57	685	n/a	10.41666666666667
S69-D57	NIRSCWAMPLITUDE	69	57	685	n/a	10.41666666666667
S70-D57	NIRSCWAMPLITUDE	70	57	685	n/a	10.41666666666667
S73-D57	NIRSCWAMPLITUDE	73	57	685	n/a	10.41666666666667
S45-D58	NIRSCWAMPLITUDE	45	58	685	n/a	10.41666666666667
S46-D58	NIRSCWAMPLITUDE	46	58	685	n/a	10.41666666666667
S47-D58	NIRSCWAMPLITUDE	47	58	685	n/a	10.41666666666667
S49-D58	NIRSCWAMPLITUDE	49	58	685	n/a	10.41666666666667
S50-D58	NIRSCWAMPLITUDE	50	58	685	n/a	10.41666666666667
S51-D58	NIRSCWAMPLITUDE	51	58	685	n/a	10.41666666666667
S52-D58	NIRSCWAMPLITUDE	52	58	685	n/a	10.41666666666667
S53-D58	NIRSCWAMPLITUDE	53	58	685	n/a	10.41666666666667
S54-D58	NIRSCWAMPLITUDE	54	58	685	n/a	10.41666666666667
S55-D58	NIRSCWAMPLITUDE	55	58	685	n/a	10.41666666666667
S56-D58	NIRSCWAMPLITUDE	56	58	685	n/a	10.41666666666667
S57-D58	NIRSCWAMPLITUDE	57	58	685	n/a	10.41666666666667
S58-D58	NIRSCWAMPLITUDE	58	58	685	n/a	10.41666666666667
S59-D58	NIRSCWAMPLITUDE	59	58	685	n/a	10.41666666666667
S60-D58	NIRSCWAMPLITUDE	60	58	685	n/a	10.41666666666667
S61-D58	NIRSCWAMPLITUDE	61	58	685	n/a	10.41666666666667
S62-D58	NIRSCWAMPLITUDE	62	58	685	n/a	10.41666666666667
S63-D58	NIRSCWAMPLITUDE	63	58	685	n/a	10.41666666666667
S64-D58	NIRSCWAMPLITUDE	64	58	685	n/a	10.41666666666667
S65-D58	NIRSCWAMPLITUDE	65	58	685	n/a	10.41666666666667
S66-D58	NIRSCWAMPLITUDE	66	58	685	n/a	10.41666666666667
S67-D58	NIRSCWAMPLITUDE	67	58	685	n/a	10.41666666666667
S68-D58	NIRSCWAMPLITUDE	68	58	685	n/a	10.41666666666667
S69-D58	NIRSCWAMPLITUDE	69	58	685	n/a	10.41666666666667
S70-D58	NIRSCWAMPLITUDE	70	58	685	n/a	10.41666666666667
S71-D58	NIRSCWAMPLITUDE	71	58	685	n/a	10.41666666666667
S73-D58	NIRSCWAMPLITUDE	73	58	685	n/a	10.41666666666667
S74-D58	NIRSCWAMPLITUDE	74	58	685	n/a	10.41666666666667
S45-D59	NIRSCWAMPLITUDE	45	59	685	n/a	10.41666666666667
S46-D59	NIRSCWAMPLITUDE	46	59	685	n/a	10.41666666666667
S47-D59	NIRSCWAMPLITUDE	47	59	685	n/a	10.41666666666667
S48-D59	NIRSCWAMPLITUDE	48	59	685	n/a	10.41666666666667
S49-D59	NIRSCWAMPLITUDE	49	59	685	n/a	10.41666666666667
S50-D59	NIRSCWAMPLITUDE	50	59	685	n/a	10.41666666666667
S51-D59	NIRSCWAMPLITUDE	51	59	685	n/a	10.41666666666667
S52-D59	NIRSCWAMPLITUDE	52	59	685	n/a	10.41666666666667
S53-D59	NIRSCWAMPLITUDE	53	59	685	n/a	10.41666666666667
S54-D59	NIRSCWAMPLITUDE	54	59	685	n/a	10.41666666666667
S55-D59	NIRSCWAMPLITUDE	55	59	685	n/a	10.41666666666667
S56-D59	NIRSCWAMPLITUDE	56	59	685	n/a	10.41666666666667
S57-D59	NIRSCWAMPLITUDE	57	59	685	n/a	10.41666666666667
S58-D59	NIRSCWAMPLITUDE	58	59	685	n/a	10.41666666666667
S59-D59	NIRSCWAMPLITUDE	59	59	685	n/a	10.41666666666667
S60-D59	NIRSCWAMPLITUDE	60	59	685	n/a	10.41666666666667
S61-D59	NIRSCWAMPLITUDE	61	59	685	n/a	10.41666666666667
S62-D59	NIRSCWAMPLITUDE	62	59	685	n/a	10.41666666666667
S63-D59	NIRSCWAMPLITUDE	63	59	685	n/a	10.41666666666667
S64-D59	NIRSCWAMPLITUDE	64	59	685	n/a	10.41666666666667
S65-D59	NIRSCWAMPLITUDE	65	59	685	n/a	10.41666666666667
S66-D59	NIRSCWAMPLITUDE	66	59	685	n/a	10.41666666666667
S67-D59	NIRSCWAMPLITUDE	67	59	685	n/a	10.41666666666667
S68-D59	NIRSCWAMPLITUDE	68	59	685	n/a	10.41666666666667
S69-D59	NIRSCWAMPLITUDE	69	59	685	n/a	10.41666666666667
S70-D59	NIRSCWAMPLITUDE	70	59	685	n/a	10.41666666666667
S71-D59	NIRSCWAMPLITUDE	71	59	685	n/a	10.41666666666667
S72-D59	NIRSCWAMPLITUDE	72	59	685	n/a	10.41666666666667
S73-D59	NIRSCWAMPLITUDE	73	59	685	n/a	10.41666666666667
S74-D59	NIRSCWAMPLITUDE	74	59	685	n/a	10.41666666666667
S75-D59	NIRSCWAMPLITUDE	75	59	685	n/a	10.41666666666667
S46-D60	NIRSCWAMPLITUDE	46	60	685	n/a	10.41666666666667
S47-D60	NIRSCWAMPLITUDE	47	60	685	n/a	10.41666666666667
S48-D60	NIRSCWAMPLITUDE	48	60	685	n/a	10.41666666666667
S49-D60	NIRSCWAMPLITUDE	49	60	685	n/a	10.41666666666667
S50-D60	NIRSCWAMPLITUDE	50	60	685	n/a	10.41666666666667
S51-D60	NIRSCWAMPLITUDE	51	60	685	n/a	10.41666666666667
S52-D60	NIRSCWAMPLITUDE	52	60	685	n/a	10.41666666666667
S53-D60	NIRSCWAMPLITUDE	53	60	685	n/a	10.41666666666667
S54-D60	NIRSCWAMPLITUDE	54	60	685	n/a	10.41666666666667
S55-D60	NIRSCWAMPLITUDE	55	60	685	n/a	10.41666666666667
S56-D60	NIRSCWAMPLITUDE	56	60	685	n/a	10.41666666666667
S57-D60	NIRSCWAMPLITUDE	57	60	685	n/a	10.41666666666667
S58-D60	NIRSCWAMPLITUDE	58	60	685	n/a	10.41666666666667
S59-D60	NIRSCWAMPLITUDE	59	60	685	n/a	10.41666666666667
S60-D60	NIRSCWAMPLITUDE	60	60	685	n/a	10.41666666666667
S61-D60	NIRSCWAMPLITUDE	61	60	685	n/a	10.41666666666667
S62-D60	NIRSCWAMPLITUDE	62	60	685	n/a	10.41666666666667
S63-D60	NIRSCWAMPLITUDE	63	60	685	n/a	10.41666666666667
S64-D60	NIRSCWAMPLITUDE	64	60	685	n/a	10.41666666666667
S65-D60	NIRSCWAMPLITUDE	65	60	685	n/a	10.41666666666667
S66-D60	NIRSCWAMPLITUDE	66	60	685	n/a	10.41666666666667
S67-D60	NIRSCWAMPLITUDE	67	60	685	n/a	10.41666666666667
S68-D60	NIRSCWAMPLITUDE	68	60	685	n/a	10.41666666666667
S69-D60	NIRSCWAMPLITUDE	69	60	685	n/a	10.41666666666667
S70-D60	NIRSCWAMPLITUDE	70	60	685	n/a	10.41666666666667
S71-D60	NIRSCWAMPLITUDE	71	60	685	n/a	10.41666666666667
S72-D60	NIRSCWAMPLITUDE	72	60	685	n/a	10.41666666666667
S73-D60	NIRSCWAMPLITUDE	73	60	685	n/a	10.41666666666667
S74-D60	NIRSCWAMPLITUDE	74	60	685	n/a	10.41666666666667
S75-D60	NIRSCWAMPLITUDE	75	60	685	n/a	10.41666666666667
S76-D60	NIRSCWAMPLITUDE	76	60	685	n/a	10.41666666666667
S49-D61	NIRSCWAMPLITUDE	49	61	685	n/a	10.41666666666667
S50-D61	NIRSCWAMPLITUDE	50	61	685	n/a	10.41666666666667
S53-D61	NIRSCWAMPLITUDE	53	61	685	n/a	10.41666666666667
S54-D61	NIRSCWAMPLITUDE	54	61	685	n/a	10.41666666666667
S55-D61	NIRSCWAMPLITUDE	55	61	685	n/a	10.41666666666667
S57-D61	NIRSCWAMPLITUDE	57	61	685	n/a	10.41666666666667
S58-D61	NIRSCWAMPLITUDE	58	61	685	n/a	10.41666666666667
S59-D61	NIRSCWAMPLITUDE	59	61	685	n/a	10.41666666666667
S60-D61	NIRSCWAMPLITUDE	60	61	685	n/a	10.41666666666667
S61-D61	NIRSCWAMPLITUDE	61	61	685	n/a	10.41666666666667
S62-D61	NIRSCWAMPLITUDE	62	61	685	n/a	10.41666666666667
S63-D61	NIRSCWAMPLITUDE	63	61	685	n/a	10.41666666666667
S64-D61	NIRSCWAMPLITUDE	64	61	685	n/a	10.41666666666667
S65-D61	NIRSCWAMPLITUDE	65	61	685	n/a	10.41666666666667
S66-D61	NIRSCWAMPLITUDE	66	61	685	n/a	10.41666666666667
S67-D61	NIRSCWAMPLITUDE	67	61	685	n/a	10.41666666666667
S68-D61	NIRSCWAMPLITUDE	68	61	685	n/a	10.41666666666667
S69-D61	NIRSCWAMPLITUDE	69	61	685	n/a	10.41666666666667
S70-D61	NIRSCWAMPLITUDE	70	61	685	n/a	10.41666666666667
S71-D61	NIRSCWAMPLITUDE	71	61	685	n/a	10.41666666666667
S73-D61	NIRSCWAMPLITUDE	73	61	685	n/a	10.41666666666667
S74-D61	NIRSCWAMPLITUDE	74	61	685	n/a	10.41666666666667
S77-D61	NIRSCWAMPLITUDE	77	61	685	n/a	10.41666666666667
S49-D62	NIRSCWAMPLITUDE	49	62	685	n/a	10.41666666666667
S50-D62	NIRSCWAMPLITUDE	50	62	685	n/a	10.41666666666667
S51-D62	NIRSCWAMPLITUDE	51	62	685	n/a	10.41666666666667
S53-D62	NIRSCWAMPLITUDE	53	62	685	n/a	10.41666666666667
S54-D62	NIRSCWAMPLITUDE	54	62	685	n/a	10.41666666666667
S55-D62	NIRSCWAMPLITUDE	55	62	685	n/a	10.41666666666667
S56-D62	NIRSCWAMPLITUDE	56	62	685	n/a	10.41666666666667
S57-D62	NIRSCWAMPLITUDE	57	62	685	n/a	10.41666666666667
S58-D62	NIRSCWAMPLITUDE	58	62	685	n/a	10.41666666666667
S59-D62	NIRSCWAMPLITUDE	59	62	685	n/a	10.41666666666667
S60-D62	NIRSCWAMPLITUDE	60	62	685	n/a	10.41666666666667
S61-D62	NIRSCWAMPLITUDE	61	62	685	n/a	10.41666666666667
S62-D62	NIRSCWAMPLITUDE	62	62	685	n/a	10.41666666666667
S63-D62	NIRSCWAMPLITUDE	63	62	685	n/a	10.41666666666667
S64-D62	NIRSCWAMPLITUDE	64	62	685	n/a	10.41666666666667
S65-D62	NIRSCWAMPLITUDE	65	62	685	n/a	10.41666666666667
S66-D62	NIRSCWAMPLITUDE	66	62	685	n/a	10.41666666666667
S67-D62	NIRSCWAMPLITUDE	67	62	685	n/a	10.41666666666667
S68-D62	NIRSCWAMPLITUDE	68	62	685	n/a	10.41666666666667
S69-D62	NIRSCWAMPLITUDE	69	62	685	n/a	10.41666666666667
S70-D62	NIRSCWAMPLITUDE	70	62	685	n/a	10.41666666666667
S71-D62	NIRSCWAMPLITUDE	71	62	685	n/a	10.41666666666667
S72-D62	NIRSCWAMPLITUDE	72	62	685	n/a	10.41666666666667
S73-D62	NIRSCWAMPLITUDE	73	62	685	n/a	10.41666666666667
S74-D62	NIRSCWAMPLITUDE	74	62	685	n/a	10.41666666666667
S75-D62	NIRSCWAMPLITUDE	75	62	685	n/a	10.41666666666667
S77-D62	NIRSCWAMPLITUDE	77	62	685	n/a	10.41666666666667
S78-D62	NIRSCWAMPLITUDE	78	62	685	n/a	10.41666666666667
S49-D63	NIRSCWAMPLITUDE	49	63	685	n/a	10.41666666666667
S50-D63	NIRSCWAMPLITUDE	50	63	685	n/a	10.41666666666667
S51-D63	NIRSCWAMPLITUDE	51	63	685	n/a	10.41666666666667
S52-D63	NIRSCWAMPLITUDE	52	63	685	n/a	10.41666666666667
S53-D63	NIRSCWAMPLITUDE	53	63	685	n/a	10.41666666666667
S54-D63	NIRSCWAMPLITUDE	54	63	685	n/a	10.41666666666667
S55-D63	NIRSCWAMPLITUDE	55	63	685	n/a	10.41666666666667
S56-D63	NIRSCWAMPLITUDE	56	63	685	n/a	10.41666666666667
S57-D63	NIRSCWAMPLITUDE	57	63	685	n/a	10.41666666666667
