name	type	source	detector	wavelength_nominal	units	sampling_frequency
S103-D114	NIRSCWAMPLITUDE	103	114	685	n/a	10.41666666666667
S104-D114	NIRSCWAMPLITUDE	104	114	685	n/a	10.41666666666667
S105-D114	NIRSCWAMPLITUDE	105	114	685	n/a	10.41666666666667
S106-D114	NIRSCWAMPLITUDE	106	114	685	n/a	10.41666666666667
S107-D114	NIRSCWAMPLITUDE	107	114	685	n/a	10.41666666666667
S108-D114	NIRSCWAMPLITUDE	108	114	685	n/a	10.41666666666667
S109-D114	NIRSCWAMPLITUDE	109	114	685	n/a	10.41666666666667
S111-D114	NIRSCWAMPLITUDE	111	114	685	n/a	10.41666666666667
S112-D114	NIRSCWAMPLITUDE	112	114	685	n/a	10.41666666666667
S113-D114	NIRSCWAMPLITUDE	113	114	685	n/a	10.41666666666667
S114-D114	NIRSCWAMPLITUDE	114	114	685	n/a	10.41666666666667
S115-D114	NIRSCWAMPLITUDE	115	114	685	n/a	10.41666666666667
S116-D114	NIRSCWAMPLITUDE	116	114	685	n/a	10.41666666666667
S117-D114	NIRSCWAMPLITUDE	117	114	685	n/a	10.41666666666667
S118-D114	NIRSCWAMPLITUDE	118	114	685	n/a	10.41666666666667
S119-D114	NIRSCWAMPLITUDE	119	114	685	n/a	10.41666666666667
S120-D114	NIRSCWAMPLITUDE	120	114	685	n/a	10.41666666666667
S121-D114	NIRSCWAMPLITUDE	121	114	685	n/a	10.41666666666667
S122-D114	NIRSCWAMPLITUDE	122	114	685	n/a	10.41666666666667
S123-D114	NIRSCWAMPLITUDE	123	114	685	n/a	10.41666666666667
S124-D114	NIRSCWAMPLITUDE	124	114	685	n/a	10.41666666666667
S125-D114	NIRSCWAMPLITUDE	125	114	685	n/a	10.41666666666667
S126-D114	NIRSCWAMPLITUDE	126	114	685	n/a	10.41666666666667
S127-D114	NIRSCWAMPLITUDE	127	114	685	n/a	10.41666666666667
S128-D114	NIRSCWAMPLITUDE	128	114	685	n/a	10.41666666666667
S98-D115	NIRSCWAMPLITUDE	98	115	685	n/a	10.41666666666667
S99-D115	NIRSCWAMPLITUDE	99	115	685	n/a	10.41666666666667
S100-D115	NIRSCWAMPLITUDE	100	115	685	n/a	10.41666666666667
S101-D115	NIRSCWAMPLITUDE	101	115	685	n/a	10.41666666666667
S102-D115	NIRSCWAMPLITUDE	102	115	685	n/a	10.41666666666667
S103-D115	NIRSCWAMPLITUDE	103	115	685	n/a	10.41666666666667
S104-D115	NIRSCWAMPLITUDE	104	115	685	n/a	10.41666666666667
S105-D115	NIRSCWAMPLITUDE	105	115	685	n/a	10.41666666666667
S106-D115	NIRSCWAMPLITUDE	106	115	685	n/a	10.41666666666667
S107-D115	NIRSCWAMPLITUDE	107	115	685	n/a	10.41666666666667
S108-D115	NIRSCWAMPLITUDE	108	115	685	n/a	10.41666666666667
S109-D115	NIRSCWAMPLITUDE	109	115	685	n/a	10.41666666666667
S110-D115	NIRSCWAMPLITUDE	110	115	685	n/a	10.41666666666667
S111-D115	NIRSCWAMPLITUDE	111	115	685	n/a	10.41666666666667
S112-D115	NIRSCWAMPLITUDE	112	115	685	n/a	10.41666666666667
S113-D115	NIRSCWAMPLITUDE	113	115	685	n/a	10.41666666666667
S114-D115	NIRSCWAMPLITUDE	114	115	685	n/a	10.41666666666667
S115-D115	NIRSCWAMPLITUDE	115	115	685	n/a	10.41666666666667
S116-D115	NIRSCWAMPLITUDE	116	115	685	n/a	10.41666666666667
S117-D115	NIRSCWAMPLITUDE	117	115	685	n/a	10.41666666666667
S118-D115	NIRSCWAMPLITUDE	118	115	685	n/a	10.41666666666667
S119-D115	NIRSCWAMPLITUDE	119	115	685	n/a	10.41666666666667
S120-D115	NIRSCWAMPLITUDE	120	115	685	n/a	10.41666666666667
S121-D115	NIRSCWAMPLITUDE	121	115	685	n/a	10.41666666666667
S122-D115	NIRSCWAMPLITUDE	122	115	685	n/a	10.41666666666667
S123-D115	NIRSCWAMPLITUDE	123	115	685	n/a	10.41666666666667
S124-D115	NIRSCWAMPLITUDE	124	115	685	n/a	10.41666666666667
S125-D115	NIRSCWAMPLITUDE	125	115	685	n/a	10.41666666666667
S126-D115	NIRSCWAMPLITUDE	126	115	685	n/a	10.41666666666667
S127-D115	NIRSCWAMPLITUDE	127	115	685	n/a	10.41666666666667
S128-D115	NIRSCWAMPLITUDE	128	115	685	n/a	10.41666666666667
S99-D116	NIRSCWAMPLITUDE	99	116	685	n/a	10.41666666666667
S100-D116	NIRSCWAMPLITUDE	100	116	685	n/a	10.41666666666667
S101-D116	NIRSCWAMPLITUDE	101	116	685	n/a	10.41666666666667
S102-D116	NIRSCWAMPLITUDE	102	116	685	n/a	10.41666666666667
S103-D116	NIRSCWAMPLITUDE	103	116	685	n/a	10.41666666666667
S104-D116	NIRSCWAMPLITUDE	104	116	685	n/a	10.41666666666667
S106-D116	NIRSCWAMPLITUDE	106	116	685	n/a	10.41666666666667
S107-D116	NIRSCWAMPLITUDE	107	116	685	n/a	10.41666666666667
S108-D116	NIRSCWAMPLITUDE	108	116	685	n/a	10.41666666666667
S109-D116	NIRSCWAMPLITUDE	109	116	685	n/a	10.41666666666667
S110-D116	NIRSCWAMPLITUDE	110	116	685	n/a	10.41666666666667
S111-D116	NIRSCWAMPLITUDE	111	116	685	n/a	10.41666666666667
S112-D116	NIRSCWAMPLITUDE	112	116	685	n/a	10.41666666666667
S113-D116	NIRSCWAMPLITUDE	113	116	685	n/a	10.41666666666667
S114-D116	NIRSCWAMPLITUDE	114	116	685	n/a	10.41666666666667
S115-D116	NIRSCWAMPLITUDE	115	116	685	n/a	10.41666666666667
S116-D116	NIRSCWAMPLITUDE	116	116	685	n/a	10.41666666666667
S117-D116	NIRSCWAMPLITUDE	117	116	685	n/a	10.41666666666667
S118-D116	NIRSCWAMPLITUDE	118	116	685	n/a	10.41666666666667
S119-D116	NIRSCWAMPLITUDE	119	116	685	n/a	10.41666666666667
S120-D116	NIRSCWAMPLITUDE	120	116	685	n/a	10.41666666666667
S121-D116	NIRSCWAMPLITUDE	121	116	685	n/a	10.41666666666667
S122-D116	NIRSCWAMPLITUDE	122	116	685	n/a	10.41666666666667
S123-D116	NIRSCWAMPLITUDE	123	116	685	n/a	10.41666666666667
S124-D116	NIRSCWAMPLITUDE	124	116	685	n/a	10.41666666666667
S125-D116	NIRSCWAMPLITUDE	125	116	685	n/a	10.41666666666667
S126-D116	NIRSCWAMPLITUDE	126	116	685	n/a	10.41666666666667
S127-D116	NIRSCWAMPLITUDE	127	116	685	n/a	10.41666666666667
S128-D116	NIRSCWAMPLITUDE	128	116	685	n/a	10.41666666666667
S16-D117	NIRSCWAMPLITUDE	16	117	685	n/a	10.41666666666667
S20-D117	NIRSCWAMPLITUDE	20	117	685	n/a	10.41666666666667
S24-D117	NIRSCWAMPLITUDE	24	117	685	n/a	10.41666666666667
S28-D117	NIRSCWAMPLITUDE	28	117	685	n/a	10.41666666666667
S100-D117	NIRSCWAMPLITUDE	100	117	685	n/a	10.41666666666667
S102-D117	NIRSCWAMPLITUDE	102	117	685	n/a	10.41666666666667
S103-D117	NIRSCWAMPLITUDE	103	117	685	n/a	10.41666666666667
S104-D117	NIRSCWAMPLITUDE	104	117	685	n/a	10.41666666666667
S107-D117	NIRSCWAMPLITUDE	107	117	685	n/a	10.41666666666667
S108-D117	NIRSCWAMPLITUDE	108	117	685	n/a	10.41666666666667
S109-D117	NIRSCWAMPLITUDE	109	117	685	n/a	10.41666666666667
S110-D117	NIRSCWAMPLITUDE	110	117	685	n/a	10.41666666666667
S112-D117	NIRSCWAMPLITUDE	112	117	685	n/a	10.41666666666667
S113-D117	NIRSCWAMPLITUDE	113	117	685	n/a	10.41666666666667
S114-D117	NIRSCWAMPLITUDE	114	117	685	n/a	10.41666666666667
S115-D117	NIRSCWAMPLITUDE	115	117	685	n/a	10.41666666666667
S116-D117	NIRSCWAMPLITUDE	116	117	685	n/a	10.41666666666667
S118-D117	NIRSCWAMPLITUDE	118	117	685	n/a	10.41666666666667
S119-D117	NIRSCWAMPLITUDE	119	117	685	n/a	10.41666666666667
S120-D117	NIRSCWAMPLITUDE	120	117	685	n/a	10.41666666666667
S121-D117	NIRSCWAMPLITUDE	121	117	685	n/a	10.41666666666667
S122-D117	NIRSCWAMPLITUDE	122	117	685	n/a	10.41666666666667
S124-D117	NIRSCWAMPLITUDE	124	117	685	n/a	10.41666666666667
S125-D117	NIRSCWAMPLITUDE	125	117	685	n/a	10.41666666666667
S126-D117	NIRSCWAMPLITUDE	126	117	685	n/a	10.41666666666667
S127-D117	NIRSCWAMPLITUDE	127	117	685	n/a	10.41666666666667
S128-D117	NIRSCWAMPLITUDE	128	117	685	n/a	10.41666666666667
S8-D118	NIRSCWAMPLITUDE	8	118	685	n/a	10.41666666666667
S12-D118	NIRSCWAMPLITUDE	12	118	685	n/a	10.41666666666667
S15-D118	NIRSCWAMPLITUDE	15	118	685	n/a	10.41666666666667
S16-D118	NIRSCWAMPLITUDE	16	118	685	n/a	10.41666666666667
S19-D118	NIRSCWAMPLITUDE	19	118	685	n/a	10.41666666666667
S20-D118	NIRSCWAMPLITUDE	20	118	685	n/a	10.41666666666667
S23-D118	NIRSCWAMPLITUDE	23	118	685	n/a	10.41666666666667
S24-D118	NIRSCWAMPLITUDE	24	118	685	n/a	10.41666666666667
S27-D118	NIRSCWAMPLITUDE	27	118	685	n/a	10.41666666666667
S28-D118	NIRSCWAMPLITUDE	28	118	685	n/a	10.41666666666667
S100-D118	NIRSCWAMPLITUDE	100	118	685	n/a	10.41666666666667
S103-D118	NIRSCWAMPLITUDE	103	118	685	n/a	10.41666666666667
S104-D118	NIRSCWAMPLITUDE	104	118	685	n/a	10.41666666666667
S108-D118	NIRSCWAMPLITUDE	108	118	685	n/a	10.41666666666667
S109-D118	NIRSCWAMPLITUDE	109	118	685	n/a	10.41666666666667
S110-D118	NIRSCWAMPLITUDE	110	118	685	n/a	10.41666666666667
S113-D118	NIRSCWAMPLITUDE	113	118	685	n/a	10.41666666666667
S114-D118	NIRSCWAMPLITUDE	114	118	685	n/a	10.41666666666667
S115-D118	NIRSCWAMPLITUDE	115	118	685	n/a	10.41666666666667
S116-D118	NIRSCWAMPLITUDE	116	118	685	n/a	10.41666666666667
S119-D118	NIRSCWAMPLITUDE	119	118	685	n/a	10.41666666666667
S120-D118	NIRSCWAMPLITUDE	120	118	685	n/a	10.41666666666667
S121-D118	NIRSCWAMPLITUDE	121	118	685	n/a	10.41666666666667
S122-D118	NIRSCWAMPLITUDE	122	118	685	n/a	10.41666666666667
S125-D118	NIRSCWAMPLITUDE	125	118	685	n/a	10.41666666666667
S126-D118	NIRSCWAMPLITUDE	126	118	685	n/a	10.41666666666667
S127-D118	NIRSCWAMPLITUDE	127	118	685	n/a	10.41666666666667
S128-D118	NIRSCWAMPLITUDE	128	118	685	n/a	10.41666666666667
S68-D119	NIRSCWAMPLITUDE	68	119	685	n/a	10.41666666666667
S71-D119	NIRSCWAMPLITUDE	71	119	685	n/a	10.41666666666667
S72-D119	NIRSCWAMPLITUDE	72	119	685	n/a	10.41666666666667
S75-D119	NIRSCWAMPLITUDE	75	119	685	n/a	10.41666666666667
S76-D119	NIRSCWAMPLITUDE	76	119	685	n/a	10.41666666666667
S79-D119	NIRSCWAMPLITUDE	79	119	685	n/a	10.41666666666667
S80-D119	NIRSCWAMPLITUDE	80	119	685	n/a	10.41666666666667
S84-D119	NIRSCWAMPLITUDE	84	119	685	n/a	10.41666666666667
S88-D119	NIRSCWAMPLITUDE	88	119	685	n/a	10.41666666666667
S101-D119	NIRSCWAMPLITUDE	101	119	685	n/a	10.41666666666667
S105-D119	NIRSCWAMPLITUDE	105	119	685	n/a	10.41666666666667
S106-D119	NIRSCWAMPLITUDE	106	119	685	n/a	10.41666666666667
S107-D119	NIRSCWAMPLITUDE	107	119	685	n/a	10.41666666666667
S111-D119	NIRSCWAMPLITUDE	111	119	685	n/a	10.41666666666667
S112-D119	NIRSCWAMPLITUDE	112	119	685	n/a	10.41666666666667
S113-D119	NIRSCWAMPLITUDE	113	119	685	n/a	10.41666666666667
S117-D119	NIRSCWAMPLITUDE	117	119	685	n/a	10.41666666666667
S118-D119	NIRSCWAMPLITUDE	118	119	685	n/a	10.41666666666667
S119-D119	NIRSCWAMPLITUDE	119	119	685	n/a	10.41666666666667
S120-D119	NIRSCWAMPLITUDE	120	119	685	n/a	10.41666666666667
S123-D119	NIRSCWAMPLITUDE	123	119	685	n/a	10.41666666666667
S124-D119	NIRSCWAMPLITUDE	124	119	685	n/a	10.41666666666667
S125-D119	NIRSCWAMPLITUDE	125	119	685	n/a	10.41666666666667
S126-D119	NIRSCWAMPLITUDE	126	119	685	n/a	10.41666666666667
S72-D120	NIRSCWAMPLITUDE	72	120	685	n/a	10.41666666666667
S76-D120	NIRSCWAMPLITUDE	76	120	685	n/a	10.41666666666667
S80-D120	NIRSCWAMPLITUDE	80	120	685	n/a	10.41666666666667
S101-D120	NIRSCWAMPLITUDE	101	120	685	n/a	10.41666666666667
S102-D120	NIRSCWAMPLITUDE	102	120	685	n/a	10.41666666666667
S105-D120	NIRSCWAMPLITUDE	105	120	685	n/a	10.41666666666667
S106-D120	NIRSCWAMPLITUDE	106	120	685	n/a	10.41666666666667
S107-D120	NIRSCWAMPLITUDE	107	120	685	n/a	10.41666666666667
S108-D120	NIRSCWAMPLITUDE	108	120	685	n/a	10.41666666666667
S111-D120	NIRSCWAMPLITUDE	111	120	685	n/a	10.41666666666667
S112-D120	NIRSCWAMPLITUDE	112	120	685	n/a	10.41666666666667
S113-D120	NIRSCWAMPLITUDE	113	120	685	n/a	10.41666666666667
S114-D120	NIRSCWAMPLITUDE	114	120	685	n/a	10.41666666666667
S117-D120	NIRSCWAMPLITUDE	117	120	685	n/a	10.41666666666667
S118-D120	NIRSCWAMPLITUDE	118	120	685	n/a	10.41666666666667
S119-D120	NIRSCWAMPLITUDE	119	120	685	n/a	10.41666666666667
S120-D120	NIRSCWAMPLITUDE	120	120	685	n/a	10.41666666666667
S121-D120	NIRSCWAMPLITUDE	121	120	685	n/a	10.41666666666667
S123-D120	NIRSCWAMPLITUDE	123	120	685	n/a	10.41666666666667
S124-D120	NIRSCWAMPLITUDE	124	120	685	n/a	10.41666666666667
S125-D120	NIRSCWAMPLITUDE	125	120	685	n/a	10.41666666666667
S126-D120	NIRSCWAMPLITUDE	126	120	685	n/a	10.41666666666667
S127-D120	NIRSCWAMPLITUDE	127	120	685	n/a	10.41666666666667
S101-D121	NIRSCWAMPLITUDE	101	121	685	n/a	10.41666666666667
S102-D121	NIRSCWAMPLITUDE	102	121	685	n/a	10.41666666666667
S103-D121	NIRSCWAMPLITUDE	103	121	685	n/a	10.41666666666667
S105-D121	NIRSCWAMPLITUDE	105	121	685	n/a	10.41666666666667
S106-D121	NIRSCWAMPLITUDE	106	121	685	n/a	10.41666666666667
S107-D121	NIRSCWAMPLITUDE	107	121	685	n/a	10.41666666666667
S108-D121	NIRSCWAMPLITUDE	108	121	685	n/a	10.41666666666667
S109-D121	NIRSCWAMPLITUDE	109	121	685	n/a	10.41666666666667
S111-D121	NIRSCWAMPLITUDE	111	121	685	n/a	10.41666666666667
S112-D121	NIRSCWAMPLITUDE	112	121	685	n/a	10.41666666666667
S113-D121	NIRSCWAMPLITUDE	113	121	685	n/a	10.41666666666667
S114-D121	NIRSCWAMPLITUDE	114	121	685	n/a	10.41666666666667
S115-D121	NIRSCWAMPLITUDE	115	121	685	n/a	10.41666666666667
S116-D121	NIRSCWAMPLITUDE	116	121	685	n/a	10.41666666666667
S117-D121	NIRSCWAMPLITUDE	117	121	685	n/a	10.41666666666667
S118-D121	NIRSCWAMPLITUDE	118	121	685	n/a	10.41666666666667
S119-D121	NIRSCWAMPLITUDE	119	121	685	n/a	10.41666666666667
S120-D121	NIRSCWAMPLITUDE	120	121	685	n/a	10.41666666666667
S121-D121	NIRSCWAMPLITUDE	121	121	685	n/a	10.41666666666667
S122-D121	NIRSCWAMPLITUDE	122	121	685	n/a	10.41666666666667
S123-D121	NIRSCWAMPLITUDE	123	121	685	n/a	10.41666666666667
S124-D121	NIRSCWAMPLITUDE	124	121	685	n/a	10.41666666666667
S125-D121	NIRSCWAMPLITUDE	125	121	685	n/a	10.41666666666667
S126-D121	NIRSCWAMPLITUDE	126	121	685	n/a	10.41666666666667
S127-D121	NIRSCWAMPLITUDE	127	121	685	n/a	10.41666666666667
S128-D121	NIRSCWAMPLITUDE	128	121	685	n/a	10.41666666666667
S101-D122	NIRSCWAMPLITUDE	101	122	685	n/a	10.41666666666667
S102-D122	NIRSCWAMPLITUDE	102	122	685	n/a	10.41666666666667
S103-D122	NIRSCWAMPLITUDE	103	122	685	n/a	10.41666666666667
S104-D122	NIRSCWAMPLITUDE	104	122	685	n/a	10.41666666666667
S105-D122	NIRSCWAMPLITUDE	105	122	685	n/a	10.41666666666667
S106-D122	NIRSCWAMPLITUDE	106	122	685	n/a	10.41666666666667
S107-D122	NIRSCWAMPLITUDE	107	122	685	n/a	10.41666666666667
S108-D122	NIRSCWAMPLITUDE	108	122	685	n/a	10.41666666666667
S109-D122	NIRSCWAMPLITUDE	109	122	685	n/a	10.41666666666667
S110-D122	NIRSCWAMPLITUDE	110	122	685	n/a	10.41666666666667
S111-D122	NIRSCWAMPLITUDE	111	122	685	n/a	10.41666666666667
S112-D122	NIRSCWAMPLITUDE	112	122	685	n/a	10.41666666666667
S113-D122	NIRSCWAMPLITUDE	113	122	685	n/a	10.41666666666667
S114-D122	NIRSCWAMPLITUDE	114	122	685	n/a	10.41666666666667
S115-D122	NIRSCWAMPLITUDE	115	122	685	n/a	10.41666666666667
S116-D122	NIRSCWAMPLITUDE	116	122	685	n/a	10.41666666666667
S117-D122	NIRSCWAMPLITUDE	117	122	685	n/a	10.41666666666667
S118-D122	NIRSCWAMPLITUDE	118	122	685	n/a	10.41666666666667
S119-D122	NIRSCWAMPLITUDE	119	122	685	n/a	10.41666666666667
S120-D122	NIRSCWAMPLITUDE	120	122	685	n/a	10.41666666666667
S121-D122	NIRSCWAMPLITUDE	121	122	685	n/a	10.41666666666667
S122-D122	NIRSCWAMPLITUDE	122	122	685	n/a	10.41666666666667
S123-D122	NIRSCWAMPLITUDE	123	122	685	n/a	10.41666666666667
S124-D122	NIRSCWAMPLITUDE	124	122	685	n/a	10.41666666666667
S125-D122	NIRSCWAMPLITUDE	125	122	685	n/a	10.41666666666667
S126-D122	NIRSCWAMPLITUDE	126	122	685	n/a	10.41666666666667
S127-D122	NIRSCWAMPLITUDE	127	122	685	n/a	10.41666666666667
S128-D122	NIRSCWAMPLITUDE	128	122	685	n/a	10.41666666666667
S102-D123	NIRSCWAMPLITUDE	102	123	685	n/a	10.41666666666667
S103-D123	NIRSCWAMPLITUDE	103	123	685	n/a	10.41666666666667
S104-D123	NIRSCWAMPLITUDE	104	123	685	n/a	10.41666666666667
S106-D123	NIRSCWAMPLITUDE	106	123	685	n/a	10.41666666666667
S107-D123	NIRSCWAMPLITUDE	107	123	685	n/a	10.41666666666667
S108-D123	NIRSCWAMPLITUDE	108	123	685	n/a	10.41666666666667
S109-D123	NIRSCWAMPLITUDE	109	123	685	n/a	10.41666666666667
S110-D123	NIRSCWAMPLITUDE	110	123	685	n/a	10.41666666666667
S111-D123	NIRSCWAMPLITUDE	111	123	685	n/a	10.41666666666667
S112-D123	NIRSCWAMPLITUDE	112	123	685	n/a	10.41666666666667
S113-D123	NIRSCWAMPLITUDE	113	123	685	n/a	10.41666666666667
S114-D123	NIRSCWAMPLITUDE	114	123	685	n/a	10.41666666666667
S115-D123	NIRSCWAMPLITUDE	115	123	685	n/a	10.41666666666667
S116-D123	NIRSCWAMPLITUDE	116	123	685	n/a	10.41666666666667
S117-D123	NIRSCWAMPLITUDE	117	123	685	n/a	10.41666666666667
S118-D123	NIRSCWAMPLITUDE	118	123	685	n/a	10.41666666666667
S119-D123	NIRSCWAMPLITUDE	119	123	685	n/a	10.41666666666667
S120-D123	NIRSCWAMPLITUDE	120	123	685	n/a	10.41666666666667
S121-D123	NIRSCWAMPLITUDE	121	123	685	n/a	10.41666666666667
S122-D123	NIRSCWAMPLITUDE	122	123	685	n/a	10.41666666666667
S123-D123	NIRSCWAMPLITUDE	123	123	685	n/a	10.41666666666667
S124-D123	NIRSCWAMPLITUDE	124	123	685	n/a	10.41666666666667
S125-D123	NIRSCWAMPLITUDE	125	123	685	n/a	10.41666666666667
S126-D123	NIRSCWAMPLITUDE	126	123	685	n/a	10.41666666666667
S127-D123	NIRSCWAMPLITUDE	127	123	685	n/a	10.41666666666667
S128-D123	NIRSCWAMPLITUDE	128	123	685	n/a	10.41666666666667
S20-D124	NIRSCWAMPLITUDE	20	124	685	n/a	10.41666666666667
S24-D124	NIRSCWAMPLITUDE	24	124	685	n/a	10.41666666666667
S28-D124	NIRSCWAMPLITUDE	28	124	685	n/a	10.41666666666667
S103-D124	NIRSCWAMPLITUDE	103	124	685	n/a	10.41666666666667
S104-D124	NIRSCWAMPLITUDE	104	124	685	n/a	10.41666666666667
S107-D124	NIRSCWAMPLITUDE	107	124	685	n/a	10.41666666666667
S108-D124	NIRSCWAMPLITUDE	108	124	685	n/a	10.41666666666667
S109-D124	NIRSCWAMPLITUDE	109	124	685	n/a	10.41666666666667
S110-D124	NIRSCWAMPLITUDE	110	124	685	n/a	10.41666666666667
S112-D124	NIRSCWAMPLITUDE	112	124	685	n/a	10.41666666666667
S113-D124	NIRSCWAMPLITUDE	113	124	685	n/a	10.41666666666667
S114-D124	NIRSCWAMPLITUDE	114	124	685	n/a	10.41666666666667
S115-D124	NIRSCWAMPLITUDE	115	124	685	n/a	10.41666666666667
S116-D124	NIRSCWAMPLITUDE	116	124	685	n/a	10.41666666666667
S118-D124	NIRSCWAMPLITUDE	118	124	685	n/a	10.41666666666667
S119-D124	NIRSCWAMPLITUDE	119	124	685	n/a	10.41666666666667
S120-D124	NIRSCWAMPLITUDE	120	124	685	n/a	10.41666666666667
S121-D124	NIRSCWAMPLITUDE	121	124	685	n/a	10.41666666666667
S122-D124	NIRSCWAMPLITUDE	122	124	685	n/a	10.41666666666667
S124-D124	NIRSCWAMPLITUDE	124	124	685	n/a	10.41666666666667
S125-D124	NIRSCWAMPLITUDE	125	124	685	n/a	10.41666666666667
S126-D124	NIRSCWAMPLITUDE	126	124	685	n/a	10.41666666666667
S127-D124	NIRSCWAMPLITUDE	127	124	685	n/a	10.41666666666667
S128-D124	NIRSCWAMPLITUDE	128	124	685	n/a	10.41666666666667
S12-D125	NIRSCWAMPLITUDE	12	125	685	n/a	10.41666666666667
S16-D125	NIRSCWAMPLITUDE	16	125	685	n/a	10.41666666666667
S19-D125	NIRSCWAMPLITUDE	19	125	685	n/a	10.41666666666667
S20-D125	NIRSCWAMPLITUDE	20	125	685	n/a	10.41666666666667
S23-D125	NIRSCWAMPLITUDE	23	125	685	n/a	10.41666666666667
S24-D125	NIRSCWAMPLITUDE	24	125	685	n/a	10.41666666666667
S27-D125	NIRSCWAMPLITUDE	27	125	685	n/a	10.41666666666667
S28-D125	NIRSCWAMPLITUDE	28	125	685	n/a	10.41666666666667
S32-D125	NIRSCWAMPLITUDE	32	125	685	n/a	10.41666666666667
S104-D125	NIRSCWAMPLITUDE	104	125	685	n/a	10.41666666666667
S108-D125	NIRSCWAMPLITUDE	108	125	685	n/a	10.41666666666667
S109-D125	NIRSCWAMPLITUDE	109	125	685	n/a	10.41666666666667
S110-D125	NIRSCWAMPLITUDE	110	125	685	n/a	10.41666666666667
S113-D125	NIRSCWAMPLITUDE	113	125	685	n/a	10.41666666666667
S114-D125	NIRSCWAMPLITUDE	114	125	685	n/a	10.41666666666667
S115-D125	NIRSCWAMPLITUDE	115	125	685	n/a	10.41666666666667
S116-D125	NIRSCWAMPLITUDE	116	125	685	n/a	10.41666666666667
S119-D125	NIRSCWAMPLITUDE	119	125	685	n/a	10.41666666666667
S120-D125	NIRSCWAMPLITUDE	120	125	685	n/a	10.41666666666667
S121-D125	NIRSCWAMPLITUDE	121	125	685	n/a	10.41666666666667
S122-D125	NIRSCWAMPLITUDE	122	125	685	n/a	10.41666666666667
S125-D125	NIRSCWAMPLITUDE	125	125	685	n/a	10.41666666666667
S126-D125	NIRSCWAMPLITUDE	126	125	685	n/a	10.41666666666667
S127-D125	NIRSCWAMPLITUDE	127	125	685	n/a	10.41666666666667
S128-D125	NIRSCWAMPLITUDE	128	125	685	n/a	10.41666666666667
S1-D1	NIRSCWAMPLITUDE	1	1	830	n/a	10.41666666666667
S2-D1	NIRSCWAMPLITUDE	2	1	830	n/a	10.41666666666667
S3-D1	NIRSCWAMPLITUDE	3	1	830	n/a	10.41666666666667
S4-D1	NIRSCWAMPLITUDE	4	1	830	n/a	10.41666666666667
S5-D1	NIRSCWAMPLITUDE	5	1	830	n/a	10.41666666666667
S6-D1	NIRSCWAMPLITUDE	6	1	830	n/a	10.41666666666667
S7-D1	NIRSCWAMPLITUDE	7	1	830	n/a	10.41666666666667
S8-D1	NIRSCWAMPLITUDE	8	1	830	n/a	10.41666666666667
S9-D1	NIRSCWAMPLITUDE	9	1	830	n/a	10.41666666666667
S10-D1	NIRSCWAMPLITUDE	10	1	830	n/a	10.41666666666667
S11-D1	NIRSCWAMPLITUDE	11	1	830	n/a	10.41666666666667
S13-D1	NIRSCWAMPLITUDE	13	1	830	n/a	10.41666666666667
S14-D1	NIRSCWAMPLITUDE	14	1	830	n/a	10.41666666666667
S15-D1	NIRSCWAMPLITUDE	15	1	830	n/a	10.41666666666667
S17-D1	NIRSCWAMPLITUDE	17	1	830	n/a	10.41666666666667
S18-D1	NIRSCWAMPLITUDE	18	1	830	n/a	10.41666666666667
S1-D2	NIRSCWAMPLITUDE	1	2	830	n/a	10.41666666666667
S2-D2	NIRSCWAMPLITUDE	2	2	830	n/a	10.41666666666667
S3-D2	NIRSCWAMPLITUDE	3	2	830	n/a	10.41666666666667
S4-D2	NIRSCWAMPLITUDE	4	2	830	n/a	10.41666666666667
S5-D2	NIRSCWAMPLITUDE	5	2	830	n/a	10.41666666666667
S6-D2	NIRSCWAMPLITUDE	6	2	830	n/a	10.41666666666667
S7-D2	NIRSCWAMPLITUDE	7	2	830	n/a	10.41666666666667
S8-D2	NIRSCWAMPLITUDE	8	2	830	n/a	10.41666666666667
S9-D2	NIRSCWAMPLITUDE	9	2	830	n/a	10.41666666666667
S10-D2	NIRSCWAMPLITUDE	10	2	830	n/a	10.41666666666667
S11-D2	NIRSCWAMPLITUDE	11	2	830	n/a	10.41666666666667
S12-D2	NIRSCWAMPLITUDE	12	2	830	n/a	10.41666666666667
S13-D2	NIRSCWAMPLITUDE	13	2	830	n/a	10.41666666666667
S14-D2	NIRSCWAMPLITUDE	14	2	830	n/a	10.41666666666667
S15-D2	NIRSCWAMPLITUDE	15	2	830	n/a	10.41666666666667
S16-D2	NIRSCWAMPLITUDE	16	2	830	n/a	10.41666666666667
S17-D2	NIRSCWAMPLITUDE	17	2	830	n/a	10.41666666666667
S18-D2	NIRSCWAMPLITUDE	18	2	830	n/a	10.41666666666667
S1-D3	NIRSCWAMPLITUDE	1	3	830	n/a	10.41666666666667
S2-D3	NIRSCWAMPLITUDE	2	3	830	n/a	10.41666666666667
S3-D3	NIRSCWAMPLITUDE	3	3	830	n/a	10.41666666666667
S4-D3	NIRSCWAMPLITUDE	4	3	830	n/a	10.41666666666667
S5-D3	NIRSCWAMPLITUDE	5	3	830	n/a	10.41666666666667
S6-D3	NIRSCWAMPLITUDE	6	3	830	n/a	10.41666666666667
S7-D3	NIRSCWAMPLITUDE	7	3	830	n/a	10.41666666666667
S8-D3	NIRSCWAMPLITUDE	8	3	830	n/a	10.41666666666667
